# header
0.000000000000000000e+00,5.243208694297300809e+01,-1.255970764246137517e+00,6.307071555626235781e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
2.000000000000000042e-02,5.245908202756449157e+01,-1.178098961983637061e+00,6.455486915571992945e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
4.000000000000000083e-02,5.248607711215598215e+01,-1.100227159721136827e+00,6.603902275517750109e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
5.999999999999999778e-02,5.251307219674746563e+01,-1.022355357458636371e+00,6.752317635463506162e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
8.000000000000000167e-02,5.254006728133894910e+01,-9.444835551961359155e-01,6.900732995409263326e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
1.000000000000000056e-01,5.256706236593043258e+01,-8.666117529336354597e-01,7.049148355355020490e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
1.199999999999999956e-01,5.259405745052191605e+01,-7.887399506711350039e-01,7.197563715300777654e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
1.400000000000000133e-01,5.262105253511340663e+01,-7.108681484086345481e-01,7.345979075246534817e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
1.600000000000000033e-01,5.264804761970489011e+01,-6.329963461461342034e-01,7.494394435192291981e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
1.799999999999999933e-01,5.267504270429637359e+01,-5.551245438836337476e-01,7.642809795138048035e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
2.000000000000000111e-01,5.270203778888785706e+01,-4.772527416211332918e-01,7.791225155083805198e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
2.200000000000000011e-01,5.272903287347934054e+01,-3.993809393586328360e-01,7.939640515029562362e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
2.399999999999999911e-01,5.275602795807083112e+01,-3.215091370961324913e-01,8.088055874975319526e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
2.600000000000000089e-01,5.278302304266231459e+01,-2.436373348336320355e-01,8.236471234921076690e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
2.800000000000000266e-01,5.281001812725379807e+01,-1.657655325711315797e-01,8.384886594866833853e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
2.999999999999999889e-01,5.283701321184528155e+01,-8.789373030863112390e-02,8.533301954812591017e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
3.200000000000000067e-01,5.286400829643676502e+01,-1.002192804613066812e-02,8.681717314758348181e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
3.400000000000000244e-01,5.289100338102825560e+01,6.784987421636956562e-02,8.830132674704105344e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
3.599999999999999867e-01,5.291799846561973908e+01,1.457216764788700214e-01,8.978548034649862508e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
3.800000000000000044e-01,5.294499355021122255e+01,2.235934787413702551e-01,9.126963394595619672e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
4.000000000000000222e-01,5.297198863480270603e+01,3.014652810038704889e-01,9.275378754541376836e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
4.199999999999999845e-01,5.299898371939418951e+01,3.793370832663709447e-01,9.423794114487133999e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
4.400000000000000022e-01,5.302597880398568009e+01,4.572088855288711784e-01,9.572209474432891163e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
4.600000000000000200e-01,5.305297388857716356e+01,5.350806877913714121e-01,9.720624834378648327e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
4.799999999999999822e-01,5.307996897316864704e+01,6.129524900538716459e-01,9.869040194324405491e-01,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
5.000000000000000000e-01,5.310696405776013052e+01,6.908242923163721017e-01,1.001745555427016265e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
5.200000000000000178e-01,5.313395914235161399e+01,7.686960945788721133e-01,1.016587091421591982e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
5.400000000000000355e-01,5.316095422694310457e+01,8.465678968413725691e-01,1.031428627416167476e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
5.600000000000000533e-01,5.318794931153458805e+01,9.244396991038730249e-01,1.046270163410743415e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
5.799999999999999600e-01,5.321494439612607152e+01,1.002311501366373037e+00,1.061111699405318909e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
5.999999999999999778e-01,5.324193948071755500e+01,1.080183303628873492e+00,1.075953235399894847e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
6.199999999999999956e-01,5.326893456530903848e+01,1.158055105891373948e+00,1.090794771394470342e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
6.400000000000000133e-01,5.329592964990052906e+01,1.235926908153873960e+00,1.105636307389046280e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
6.600000000000000311e-01,5.332292473449201253e+01,1.313798710416374416e+00,1.120477843383621774e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
6.800000000000000488e-01,5.334991981908349601e+01,1.391670512678874871e+00,1.135319379378197713e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
7.000000000000000666e-01,5.337691490367497948e+01,1.469542314941374883e+00,1.150160915372773207e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
7.199999999999999734e-01,5.340390998826646296e+01,1.547414117203875339e+00,1.165002451367349146e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
7.399999999999999911e-01,5.343090507285795354e+01,1.625285919466375795e+00,1.179843987361924640e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
7.600000000000000089e-01,5.345790015744943702e+01,1.703157721728875806e+00,1.194685523356500356e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
7.800000000000000266e-01,5.348489524204092049e+01,1.781029523991376262e+00,1.209527059351076073e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
8.000000000000000444e-01,5.351189032663240397e+01,1.858901326253876718e+00,1.224368595345651789e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
8.200000000000000622e-01,5.353888541122388744e+01,1.936773128516376730e+00,1.239210131340227505e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
8.399999999999999689e-01,5.356588049581537803e+01,2.014644930778877185e+00,1.254051667334803222e+00,4.348867268103264738e-01,4.856617601209960999e-01,-3.926908208722098559e-01,6.486910734726404337e-01
